Name,rt,mz,S48,E0,E0,Pool,S0,S0,S0,E48,Pool,Pool,Blank,Pool,E0,S48,S0,S48,Pool,E0,S48,Blank,Pool,Blank,Pool,E48,E48,Pool,E48,E48,E0,S0,Blank,Pool
,"462,880683769598",171,"1598,5","1204,77151869946","1820,18281264016","741,464940070827","1155,34996458709","1105,35","2118,29999999999","672,906419178825","246,75","764,820384008556","65,4769168732066","190,115193175829","182,285529304499","602,15","442,770455569482","894,689126695583","630,945975929465","539,303219218809","1388,09999999999","114,470819096363","1550,5375668425","39,2915995448829","269,250000000001","391,100000000002","459,22708952581","640,199999999996","485,16703781044","246,823236494174","600,576866149495","2500,37877740365","101,142610911806","1103,61895200867"
,"1117,87411396163",73,"501,650000000009","869,59999999999","425,800000000008","853,15000000001","891,049999999989","832,10000000001","830,39999999999","1058,75000000001","949,949999999989","800,19999999999","355,350000000006","1107,99999999999","251,199999999997","708,099999999991","1106,99999999999","488,699999999994","1272,39999999998","533,699999999994","900,650000000011","226,500000000003","986,599999999988","2625,80000000003","1290,90000000002","1171,00000000001","756,450000000014","1125,50000000001","929,799999999989","536,650000000006","887,299999999984","716,649999999991","3680,10000000002","846,80000000001"
,"1007,3629742566",344,"1246,40270507784","1666,78984273508","2839,42572621414","1571,19898174768","972,562320117654","1116,16289910135","1084,58794601257","1892,64003154712","1674,32069700228","1472,25694403274","105,072335776608","1177,48677208303","1523,0253260969","1048,16574492189","899,736973338121","751,216884608811","1473,39045217168","2308,60637118298","773,756263182527","108,344161004243","1579,38579509383","166,950000000001","1258,800827749","1311,85331708523","2564,58788813775","1539,35971392635","2473,39231168578","1588,66298194504","1315,57847733541","1075,83863920228","185,541407710783","1755,8690173076"
,"1096,14361147994",75,"2797,72696979383","4017,4953379096","3282,33543381624","3087,08844931966","1486,05545818017","1309,85933948845","2676,51630457525","2335,00541208622","3524,82126830845","3024,29094694064","733,907788671329","2491,01517711699","2111,47483212674","3935,47931766093","1973,28128794752","2241,80772882427","3003,28165653056","3948,99467841464","3754,0950098483","1130,35000000001","3397,71343288777","1045,79999999998","2585,45008276116","2622,19355644005","2661,37221756311","3051,74876529557","2707,8244366575","2508,03035664961","2003,88184912804","3127,44664890545","1309,0798610222","3739,93932424005"
,"340,181331557859",100,"1368,74081194786","640,750000000002","1184,17617673951","1399,2","1646,19999999999","1284,44999999999","1235,20000000001","1511,33098013284","1741,65","1215,95000000001","27,9119955003793","1590,60000000001","98,666617564888","1569,50000000001","1368,85","1437,14999999999",1645,"1752,89999999999","1136,10000000001","25,7340754483422","1578,9","55,8232354659725","1744,44999999999","1735,29999999998","1973,2","1857,7","2297,95000000001","2068,65","1921,55","1987,09999999999","80,1525972477116","2539,89999999998"
,"350,666284988292",206,"269,632814839922","154,658578038116","263,551192698019","221,579469644827","282,531965405816","258,521926570044","306,172601100814","219,040619914682","254,518654491839","215,051979705714","59,7659258013546","228,062547705047","164,386051621316","338,873036996843","502,599999999998","417,419107266764","284,871946769141","224,445212485146","409,400000000002","14,8841055805463","233,316580850623","65,8011185172229","361,506043881263","208,984463535524","250,799999999998","290,847235428972","338,100135689498","242,418103892512","293,596139176855","1427,15000000001","45,4950341085769","330,52982415453"
,"1081,93437270591",249,"1166,95000000001","602,750000000004","571,5","1121,80000000001","792,300000000005","962,449999999994","2098,99526060424","452,650000000006","1157,3","1142,65000000002","164,499999999997","841,950000000011","385,750000000007","2049,70000000003","937,300000000012","1336,35000000003","1127,25000000003","607,25","2072,95000000003","82,8152766334751","1157,95000000001","45,1311256263564","849,949999999994","971,287681159427","441,350000000011","1307,99999999998","563,1","754,649999999995","409,599999999997","2548,65000000005","244,085975053805","1172,6"
,"503,716985899634",144,"1469,9","607,350000000004","961,049999999998","1017,15","1125,05","1098,7","822,899999999996","265,949999999999","1259,45","974,499999999998","64,1430621741464","1110,1","189,338178434611","1601,45","1200,35000000001","1073,35000000001","946,299999999997","1258,95","1756,3","127,308566425526","1370,1","73,7020760013644","1194,4","295,200000000001","486,049999999999","1306,54999999999","399,350000000001","324,15","496,21330510944","2418,44999999999","161,273758083668","1758,2"
,"184,153863504459",97,"1084,1107947558","1517,74523825892","674,563952568378","843,6","738,18469792795","906,2727585467","1034,00367723262","661,707200870228","292,527508195554","1354,05","133,829336611828","255,154057034073","248,157916699323","377,551393526115","370,702009924545","480,181006935514","974,4","415,90056323262","794,445527183314","514,200000000001","3016,6","217,029512056336","282,801276847653","280,027271986264","336,739353274019","989,399999999999","463,457712371158","457,656195461073","341,610867952598","1188,9591054301","752,4543656956","3451,8"
,"629,526432310712",58,"1679,88666113664","776,009114671228","787,743411601066","1104,24682820205","756,058717286834","968,43279383596","888,929492353999","652,847940599937","839,263330433759","1083,04577097457","319,730903347575","1087,99723416895","572,237557489554","1526,75129681262","873,075205045128","1315,5805514615","908,363565722823","910,88659788118","1426,85911242071","288,97665857592","771,540270547926","295,104185412","891,399081370925","910,655694051105","638,363680915483","967,332477889756","374,978792730449","472,735741686825","668,897324897762","2615,20000000001","466,78567134979","1186,8175271884"
,"266,074315103091",71,"903,958612350246","995,684139319386","728,102866866389","675,589533448607","964,677732554251","810,139462705234","926,539546876412","938,129589231444","808,809440491078","754,280376561253","1878,45","621,896963740947","1006,53574586695","754,03060404134","855,780189644074","701,817456735134","769,900427604248","960,947067148558","979,427649616915","3243,55000000001","893,62519227725","1767,240759863","940,184518183395","652,810037356225","817,910827437395","1156,86018013575","835,89180267995","208,14700080374","374,839031334016","1437,84811701264","2005,00544614099","1018,07245890457"
,"841,972890151361",76,"435,694903173161","3749,87423015715","2176,18104090552","2039,02976108667","1152,89566200736","1987,02905533735","4331,75725278098","118,115937935172","1435,64324557168","5841,27477342356","112,73520532062","3310,88874111201","1033,75843019793","1395,96712699066","1619,62321227565","131,749184718857","4556,04491761484","249,550040329886","3974,86644815427","74,5746250977277","3681,69761130529","107,416803819226","2247,54751403586","1948,44266346395","1442,52313804556","4549,23932835068","90,9064320500148","1270,12183680294","232,636719323678","4113,82690142412","304,149999999999","2841,16607906828"
,"525,422179774019",192,"1012,75","921,399999999994","1085,1","995,450000000003","1900,14999999999","1868,35000000001","1135,75","578,100000000004","1128,85000000001","963,299999999997","50,4089924669621","919,450000000003","1193,7","1666,70000000001","1107,65000000001","853,7","1003,54999999999","1590,15000000001","1676,60000000002","176,294558826148","1138,2","68,1589524529749","1123,94999999999","839,1","1061,85","1208,39999999999","743,1","868,549999999997","953,049999999991","1833,89999999999","278,869096848625","1292,45000000002"
,"1214,65289874178",78,"4517,9","4736,35","4634,89999999992","5506,40000000009","4952,2","5085,15","4764,1","6785,09999999997","3372,75","4069,9","3867,65","4843,7","7932,49999999992","2044,40000000003","4781,94999999997","4771,60000000002","9759,75000000007","5060,9","4408,85000000004","2929,35","4183,7","4330,64999999996",6093,"4804,3",6341,3833,"4536,14999999998","5059,80000000009","5321,69999999998","3162,05",5270,"3487,74999999998"
,"1210,71075153961",78,"10603,3","10536,25","10177,05","10694,35","9607,8","10737,85","8877,5","13522,45","7301,3","9282,95","8999,45","10810,95","17660,25",7948,"11255,75","9089,6","16106,8","11107,8","8658,49999999993","6924,59999999994","10696,9","9243,35000000002","12822,5","10432,95","17119,6499999999","9147,30000000007","10542,3","9021,04999999993","10181,65","6139,75","12207,3","6394,45000000001"
,"467,064856608498",162,"211,800000000001","300,300000000002","481,800000000003","572,299999999999","570,800000000001","248,4","557,95","294,249999999998","708,000000000004","483,700000000001","127,470044115037","639,849999999999","418,6","487,634665891785","689,129088852411","785,699999999995","606,700000000002","554,161432904078","761,649999999997","85,403119023705","670,200000000002","101,147130628386","678,999999999998","702,749999999999","644,300000000001","749,550000000005","651,849999999999","351,497348251327","719,200000000001","1805,82070121643","97,3986357935513","855,35"
,"442,175020972141",78,"267,416114538985","363,301863890122","544,254494079662","620,382902592911","328,925444332283","308,816543364119","357,67376694794","423,858183380121","452,20120693351","283,159106382706","91,6274171508817","344,363294679583","114,544443780918","543,579338791114","558,590483656894","547,932358190466","415,379091849259","544,758675473329","529,292663706362","189,840782344009","350,737873771674","413,350000000002","543,833405890046","535,411065692257","336,353037327841","433,975060695457","397,237520063031","472,142158496074","305,087293418455","391,326317930443","526,950000000002","436,992886283608"
,"913,871727799868",204,"392,774698048532","624,150000000012","1282,29999999999","474,013310229813","256,890180092666","354,756153044072","439,6992866847","1028,5","471,284675884739","537,650456857475","60,5579953269863","332,357862189665","1162,35","145,98654283016","248,659004507093","271,486941852416","527,371671240725","1127,43956660645","450,904864725119","77,2355971680279","644,549102564728","52,7721458497105","249,766941360062","703,287069888286","1416,45000000002","629,534483226526","2280,25","1163,19067331464","724,85","568,820530521946","127,192266563701","660,029616104686"
,"1207,08149826413",78,"3233,65000000004","3018,74999999994","2851,10000000006","3010,34999999994","3017,45000000004","3317,10000000004","2337,19999999995","3575,80000000005","2527,24999999995","3523,99999999995","2821,69999999994","3601,2","4196,54999999992","2550,44999999997","2551,30000000003","2421,50000000003","4962,9499999999","3410,94999999993","2157,65000000003","2698,80000000004","3526,99999999993","2064,69999999996","3789,70000000005","2506,44999999995","5586,85000000011","3204,05000000004","2567,99999999995","2247,45000000003","2250,70000000003","2076,49999999996","7865,59999999995","1899,45000000003"
,"848,322234685388",204,"429,269977139268","537,609572715789","369,14239496222","697,361393222789","539,579209997871","563,06133913819","286,127920603293","1353,9","931,142369439508","737,8453281545","75,7142103137959","308,14549033163","345,087370056676","592,32204962212","186,283346553921","674,653869510575","432,264131291094","537,388181190885","594,848874376034","41,1760336282707","643,250174494701","64,8350275427845","303,952877244437","1286,00413851678","1525,64999999999","317,381716688316","2036,88898530262","1535,36661758055","565,997345866908","1254,39918690583","103,282730932337","664,417464589924"
,"726,809710726037",101,"321,175250005287","550,433353813185","700,22201853909","430,36446846445","243,404129276458","328,976971920435","368,230397026302","1250,8","299,084742470191","420,024891552227","40,7879563380844","409,854953633589","367,673730943429","432,38335598769","373,033087107287","145,616462783097","408,290606843683","838,773854023099","286,987441288375","103,000720465431","523,034351639058","54,9315127267301","416,674241724266","1030,10000000001","1885,25000000001","351,887818320214","1125,15","1651,4","547,490891172801","394,96911236148","122,676009798656","343,449303807295"
,"228,619330652717",110,"2683,96461647233","2492,7960371915","2522,48805645559","2245,8439306619","1995,88304326891","2936,22623756191","3303,05006534791","2158,92069332085","1525,928729157","1980,58157909439","236,421048703246","1290,4","172,479632502191","1855,31274782821","1689,85588143443","1533,29576330132","2467,87052962497","1971,11609002238","2614,66203891421","986,594261910161","3625,99988609062","67,4483152457371","1439,97500032047","1447,4","1946,45","2893,96224010789","1641,6","1675,38450930612","1678,40648094298","2571,26173401776","1042,82755584673","5305,11976935196"
